customer_id;lname;fname;city;state_province;postal_code;country;gender;occupation
2406;Lockett;Gladys;Grossmont;CA;64013;USA;F;Manual
2407;Quintana;David;Mill Valley;CA;34805;USA;F;Management
2408;Comden;Kristin;Richmond;CA;20001;USA;M;Professional
2409;Bonilla;Antonio;Seattle;WA;55954;USA;M;Management
2410;Watner;Gloria;Royal Oak;BC;73112;Canada;F;Skilled Manual
2411;Platt;Nancy;Beverly Hills;CA;94262;USA;F;Skilled Manual
2412;Suitos;Randy;Santa Monica;CA;25945;USA;M;Professional
2413;Stayton;Pauline;Mill Valley;CA;93221;USA;M;Skilled Manual
2414;Mercer;Virginia;Guadalajara;Jalisco;49609;Mexico;F;Manual
2415;Anderson;Steven;Haney;BC;81142;Canada;M;Management
2416;Stevens;Ana;Sooke;BC;29984;Canada;M;Manual
2417;Freiberg;Gloria;Redwood City;CA;32922;USA;M;Professional
2418;Fuller;Emerald;San Carlos;CA;17295;USA;F;Manual
2419;Ralph;Jay;Daly City;CA;55763;USA;M;Professional
2420;Rebholz;Josephine;Renton;WA;96362;USA;F;Professional
2421;Keeter;Rachel;Arcadia;CA;40559;USA;F;Skilled Manual
2422;Thorpe;Jean;Lebanon;OR;59593;USA;F;Manual
2423;Daniel;Terry;Burnaby;BC;30385;Canada;M;Skilled Manual
2424;Hoekman;Audrey;West Covina;CA;15580;USA;F;Professional
2425;Long;Leonora;San Carlos;CA;51533;USA;M;Professional
2426;Dixon;Clyde;Tacoma;WA;28912;USA;M;Management
2427;Bowley;Lieselotte;Tlaxiaco;Oaxaca;50062;Mexico;M;Management
2428;Forsyth;Greg;La Jolla;CA;21525;USA;M;Manual
2429;Harding;Julia;Arcadia;CA;62508;USA;M;Skilled Manual
2430;Ortega;Jessica;El Cajon;CA;45189;USA;F;Professional
2431;Wolf;Rene;Port Orchard;WA;43052;USA;F;Skilled Manual
2432;Artus;Debbie;Vancouver;BC;25854;Canada;M;Professional
2433;Cortese;Moyie;La Cruz;Sinaloa;25454;Mexico;M;Skilled Manual
2434;Blackburn;Lupe;Acapulco;Guerrero;13165;Mexico;F;Manual
2435;Cass;Edith;Torrance;CA;77925;USA;F;Professional
2436;Martinez;Laura;Ballard;WA;31798;USA;M;Manual
2437;Palermo;Michael;Port Orchard;WA;36428;USA;F;Management
2438;Mcdonald;Angelina;Los Angeles;CA;55462;USA;F;Skilled Manual
2439;Furrer;Joyce;Orizaba;Veracruz;52547;Mexico;F;Manual
2440;Forrest;Clair;Royal Oak;BC;37742;Canada;F;Management
2441;Dugan;Jessica;Tacoma;WA;73695;USA;M;Manual
2442;McGooshan;Tanya;Spring Valley;CA;25053;USA;M;Manual
2443;Farsai;Mitra;Corvallis;OR;27168;USA;F;Skilled Manual
2444;Marlowe;Brenda;Lebanon;OR;17394;USA;F;Professional
2445;Haas;Isabel;Woodland Hills;CA;84670;USA;M;Professional
2446;Lopez;Edna;Camacho;Zacatecas;67351;Mexico;M;Manual
2447;Reed;Linda;Altadena;CA;74496;USA;M;Professional
2448;Roybal;Karen;Spokane;WA;66814;USA;F;Manual
2449;Bill;Michael;Mexico City;Mexico;66413;Mexico;M;Skilled Manual
2450;Wolfe;Paul;Mexico City;Mexico;54125;Mexico;F;Skilled Manual
2451;Werschay;William;Ladner;BC;92593;Canada;M;Professional
2452;Rothwell;Karla;Newport Beach;CA;72758;USA;F;Management
2453;Smith;Janet;National City;CA;77388;USA;F;Management
2454;Branston;Sadie;Imperial Beach;CA;96422;USA;F;Manual
2455;Zagar;George;Fremont;CA;67214;USA;M;Clerical
2456;Huber;James;Los Angeles;CA;52410;USA;M;Professional
2457;Coe;Billy;Langley;BC;88363;Canada;F;Professional
2458;Ketchum;Catherine;Glendale;CA;39721;USA;M;Management
2459;Leon;Arlene;Everett;WA;41836;USA;F;Professional
2460;Lopez;Evelyn;Grossmont;CA;58354;USA;M;Manual
2461;Marshall;Jean;Richmond;CA;26631;USA;F;Skilled Manual
2462;Rasmussen;Brian;Santa Fe;DF;82019;Mexico;F;Management
2463;Morrow;Elisa;Richmond;BC;16457;Canada;M;Skilled Manual
2464;Badger;Lawrence;Port Hammond;BC;62684;Canada;F;Professional
2465;Van Meter;Joe;Novato;CA;62283;USA;F;Skilled Manual
2466;Muse;Clara;Chula Vista;CA;49994;USA;F;Management
2467;Hagae;Catherine;Acapulco;Guerrero;15756;Mexico;F;Management
2468;Mohr;Janet;Corvallis;OR;68628;USA;F;Professional
2469;Bade;Maria;Ballard;WA;99550;USA;F;Professional
2470;Poston;Barbara;Burbank;CA;19585;USA;F;Manual
2471;Hill;Valerie;Burien;WA;89376;USA;M;Manual
2472;Sparks;Linda;Lakewood;CA;74572;USA;M;Manual
2473;Bratek;Ron;Santa Cruz;CA;11526;USA;M;Skilled Manual
2474;Yates;Andrew;Anacortes;WA;61883;USA;F;Management
2475;Howard;Pamela;Merida;Yucatan;63998;Mexico;F;Manual
2476;Stidham;Linda;Acapulco;Guerrero;54224;Mexico;F;Manual
2477;Boles;James;Concord;CA;22501;USA;F;Professional
2478;Tatom;Rachel;La Mesa;CA;51812;USA;F;Management
2479;Vij;Julie;Lebanon;OR;38619;USA;M;Skilled Manual
2480;Karle;Henry;Santa Anita;DF;60168;Mexico;M;Skilled Manual
2481;Clementi;Jose;Orizaba;Veracruz;51694;Mexico;F;Professional
2482;Sanok;Stephanie;Salem;OR;39405;USA;F;Skilled Manual
2483;Ursick;Cecil;Lincoln Acres;CA;51662;USA;F;Professional
2484;Mc Keon;Roberto;San Carlos;CA;58038;USA;M;Professional
2485;Watts;Mary Anne;Sooke;BC;62669;Canada;M;Professional
2486;Thomas;Cathy;San Andres;DF;81703;Mexico;M;Professional
2487;Salka;Lisa;Redmond;WA;52495;USA;F;Skilled Manual
2488;Smith;Marion;El Cajon;CA;37690;USA;M;Professional
2489;Arbaiza;Clarine;Santa Anita;DF;99936;Mexico;M;Skilled Manual
2490;Borus;Patricia;San Jose;CA;25001;USA;F;Manual
2491;Burns;Sonya;Langley;BC;27116;Canada;M;Skilled Manual
2492;Hoffman;Je;Ladner;BC;43635;Canada;M;Manual
2493;Martinez;Jean;Olympia;WA;11911;USA;F;Management
2494;Vasquez;Linda;Arcadia;CA;93591;USA;F;Professional
2495;Baker;Pamela;Colma;CA;17372;USA;F;Manual
2496;Ure;Dawn;Oregon City;OR;49579;USA;M;Clerical
2497;Sloan;Mary Katherine;Shawnee;BC;73856;Canada;F;Manual
2498;Giles;Meriann;Shawnee;BC;87859;Canada;F;Management
2499;Stone;John;Burnaby;BC;27328;Canada;M;Skilled Manual
2500;Salazar;Lisa;Merida;Yucatan;80200;Mexico;F;Skilled Manual
2501;Archilla;Vivian;Guadalajara;Jalisco;12124;Mexico;F;Manual
2502;Strang;Donna;National City;CA;31157;USA;F;Skilled Manual
2503;Powell;Venus;Tlaxiaco;Oaxaca;19502;Mexico;F;Professional
2504;McAnarney;Pauline;San Andres;DF;86144;Mexico;F;Professional
2505;Cody;Gary;Richmond;BC;23098;Canada;M;Skilled Manual
2506;Fellhauer;Colleen;Issaquah;WA;73455;USA;M;Management
2507;Ogelb;Patricia;Bremerton;WA;75570;USA;F;Skilled Manual
2508;Espinoza;Curt;Bellingham;WA;92089;USA;F;Manual
2509;Williams;Robert;West Covina;CA;60365;USA;F;Skilled Manual
2510;Rainosek;Leslie;Hidalgo;Zacatecas;16754;Mexico;M;Skilled Manual
2511;Garrison;Charles;Puyallup;WA;50191;USA;M;Management
2512;Tebo;Nancy;Imperial Beach;CA;71741;USA;F;Skilled Manual
2513;Perez;Rose;W. Linn;OR;38879;USA;M;Skilled Manual
2514;Osborne;Alma;Oakland;CA;26590;USA;F;Manual
2515;Roberson;Nancy;Burbank;CA;91350;USA;M;Management
2516;Tresso;Winston;Newton;BC;45223;Canada;M;Professional
2517;Brubaker;Elizabeth;San Carlos;CA;49854;USA;F;Professional
2518;White;William;Bellingham;WA;68888;USA;M;Management
2519;Wise;Gregory;Oak Bay;BC;65972;Canada;M;Professional
2520;Goddard;Joseph;Beaverton;OR;51168;USA;M;Manual
2521;Burr;Peter;Arcadia;CA;87121;USA;M;Skilled Manual
2522;Thurlow;Karen;Cliffside;BC;38478;Canada;M;Management
2523;Wallin;Katherine;Altadena;CA;40593;USA;M;Management
2524;McCarthy;Susan;Burbank;CA;30820;USA;F;Skilled Manual
2525;Singh;Eric;Albany;OR;98096;USA;M;Professional
2526;Dills;Lorraine;San Diego;CA;80776;USA;F;Skilled Manual
2527;Weidlich;Magdalena;N. Vancouver;BC;15215;Canada;M;Skilled Manual
2528;Bias;Ed;Hidalgo;Zacatecas;36764;Mexico;M;Professional
2529;Shipman;John;Long Beach;CA;36364;USA;F;Professional
2530;Cowen;Otis;Long Beach;CA;75334;USA;F;Manual
2531;Rottmann;Maria;Richmond;CA;14803;USA;F;Skilled Manual
2532;Rubin;Carlos;Shawnee;BC;93968;Canada;F;Skilled Manual
2533;Jackson;Louis;Bellflower;CA;98598;USA;M;Professional
2534;Austin;Marialice;Metchosin;BC;18633;Canada;F;Management
2535;Jacobs;William;Grossmont;CA;88424;USA;M;Manual
2536;Jersin;Jean;Imperial Beach;CA;73620;USA;F;Skilled Manual
2537;Wang;Caitin;Shawnee;BC;10574;Canada;F;Manual
2538;Lucero;John;Oakland;CA;60930;USA;M;Clerical
2539;Pearce;Ann;Burnaby;BC;63045;Canada;M;Manual
2540;Gertz;Carmen;Langley;BC;79564;Canada;F;Manual
2541;Cornett;William;Edmonds;WA;47841;USA;F;Skilled Manual
2542;Breeze;Lori;Santa Monica;CA;42294;USA;M;Skilled Manual
2543;Jackson;Martha;Tlaxiaco;Oaxaca;37667;Mexico;F;Manual
2544;Brewer;Irene;Oakland;CA;85508;USA;F;Professional
2545;Whistle;John;Richmond;BC;58815;Canada;F;Skilled Manual
2546;Little;Filomena;Cliffside;BC;72819;Canada;F;Manual
2547;Contreras;Peter;Yakima;WA;45044;USA;F;Professional
2548;Schultz;Frances;Salem;OR;57376;USA;M;Professional
2549;Mathis;Derik;Mexico City;Mexico;88298;Mexico;M;Professional
2550;Lawn;Shelly;San Diego;CA;83334;USA;M;Management
2551;Connelly;Gledola;Camacho;Zacatecas;78124;Mexico;F;Professional
2552;Schenkenberger;Janet;Metchosin;BC;63320;Canada;F;Skilled Manual
2553;Kountz;Maria;Spokane;WA;99273;USA;M;Professional
2554;Salka;Ariel;Redmond;WA;50631;USA;F;Management
2555;Walker;Casilda;Burien;WA;52746;USA;M;Skilled Manual
2556;Pack;Herman;Bremerton;WA;69264;USA;M;Professional
2557;Morrison;Richard;Langley;BC;11249;Canada;F;Manual
2558;Alexander;Jeremy;Newport Beach;CA;92928;USA;F;Professional
2559;Hanlon;Phyllis;Edmonds;WA;27367;USA;F;Management
2560;Lyons;Margaret;La Mesa;CA;48916;USA;M;Manual
2561;Avancena;Elaine;Richmond;CA;48516;USA;M;Skilled Manual
2562;Fisher;Li Mei;Fremont;CA;36227;USA;M;Management
2563;Nichols;Myriam;Issaquah;WA;19894;USA;M;Management
2564;Wuertele;Robert;Westminster;BC;65414;Canada;M;Professional
2565;Ucti;Dale;Palo Alto;CA;11171;USA;M;Skilled Manual
2566;Uribe;David;Lynnwood;WA;30205;USA;F;Manual
2567;Gelabert;Barbara;Newton;BC;27289;Canada;F;Professional
2568;Scharf;Linda;Lake Oswego;OR;12485;USA;M;Management
2569;Ahlberg;Catherine;Beverly Hills;CA;48438;USA;M;Skilled Manual
2570;Madrid;Mike;Spokane;WA;98795;USA;M;Management
2571;Goldblatt;Erica;Beverly Hills;CA;19114;USA;F;Professional
2572;Tolson;Shannon;Altadena;CA;91136;USA;M;Management
2573;Mulberry;Myrna;San Jose;CA;59413;USA;F;Management
2574;White;Donald;Guadalajara;Jalisco;42093;Mexico;M;Management
2575;Pfotenhauer;Tara;Langley;BC;49239;Canada;M;Professional
2576;Garcia;Andrew;Portland;OR;97080;USA;F;Manual
2577;Bowie;Ana;Concord;CA;96680;USA;F;Skilled Manual
2578;Ramirez;Carol;Redwood City;CA;84391;USA;M;Professional
2579;Borden;Jessica;Colma;CA;23860;USA;F;Skilled Manual
2580;Thiel;Bonnie;Langford;BC;20919;Canada;F;Skilled Manual
2581;Riccillo;Hope;San Gabriel;CA;25549;USA;M;Skilled Manual
2582;Garcia;Cathy;Torrance;CA;44583;USA;F;Manual
2583;Lewis;Raul;Bellingham;WA;15375;USA;F;Professional
2584;Thiessen;Jose;National City;CA;99570;USA;F;Skilled Manual
2585;Powers;Ginine;Sooke;BC;36524;Canada;F;Management
2586;Pendleton;Paula;Pomona;CA;86880;USA;F;Management
2587;Alexander;Bob;Spokane;WA;88995;USA;F;Professional
2588;Smith;Sarah;Yakima;WA;65154;USA;M;Manual
2589;Donnelly;John;Tixapan;DF;73791;Mexico;M;Manual
2590;Wang;Terry;Renton;WA;30179;USA;M;Manual
2591;Flanders;Debra;Glendale;CA;63617;USA;F;Manual
2592;Plant;Gonzalo;Pomona;CA;85166;USA;M;Skilled Manual
2593;Hunter;Charlene;Victoria;BC;84766;Canada;F;Professional
2594;Snow;Arthur;Olympia;WA;72477;USA;M;Management
2595;Moen;Rhonda;Royal Oak;BC;38238;Canada;M;Manual
2596;Brook;Bonnie;Beverly Hills;CA;43371;USA;M;Professional
2597;Huntsman;Carla;Shawnee;BC;74293;Canada;M;Management
2598;Anderson;Kasandra;Daly City;CA;93327;USA;F;Manual
2599;Oliver;Olga;Arcadia;CA;64119;USA;M;Management
2600;Hilen;Katherine;Ballard;WA;49315;USA;F;Clerical
2601;Baseheart;Suzette;Los Angeles;CA;85268;USA;F;Manual
2602;Carol Shannon;Dana;Burlingame;CA;36625;USA;M;Professional
2603;Smith;Jodi;Port Hammond;BC;38740;Canada;M;Manual
2604;Williams;Pamela;Royal Oak;BC;28967;Canada;F;Skilled Manual
2605;Underwood;Josephine;Lincoln Acres;CA;96243;USA;F;Skilled Manual
2606;Dawson;Edna;Edmonds;WA;78923;USA;M;Professional
2607;Cook;Sareena;Berkeley;CA;13362;USA;F;Management
2608;Spaulding;Sandy;Richmond;CA;34911;USA;F;Skilled Manual
2609;Weiss;Virginia;Downey;CA;34511;USA;F;Skilled Manual
2610;Pansa;Kamal;Downey;CA;22222;USA;F;Professional
2611;Sullivan;Edna;Redwood City;CA;86982;USA;M;Skilled Manual
2612;Sypriano;Suzanne;San Diego;CA;40855;USA;M;Skilled Manual
2613;Butler;Richard;Milwaukie;OR;37701;USA;F;Manual
2614;Glenn;Stacy;Corvallis;OR;56735;USA;M;Skilled Manual
2615;Maddalena;Alvin;Westminster;BC;27527;Canada;M;Professional
2616;Moyer;Dorothy;Walla Walla;WA;12723;USA;F;Skilled Manual
2617;Sanchez;Andrea;Albany;OR;74968;USA;M;Professional
2618;Belleci;Sali;Los Angeles;CA;99033;USA;F;Manual
2619;Van Treeck;Robert;Downey;CA;21494;USA;F;Manual
2620;Boshnack;Betty;West Covina;CA;18667;USA;F;Management
2621;Wyatt;Helen;Woodland Hills;CA;85943;USA;F;Skilled Manual
2622;Torres;Susan;Acapulco;Guerrero;68624;Mexico;F;Professional
2623;Rivera;Maryann;National City;CA;75769;USA;M;Skilled Manual
2624;Fox;Cynthia;Redwood City;CA;24612;USA;F;Manual
2625;Vanbuskirk;Jeremy;Woodburn;OR;96918;USA;F;Management
2626;Bowen;Arden;Oregon City;OR;11922;USA;M;Manual
2627;Bartle;Daniel;Bellflower;CA;50391;USA;M;Manual
2628;Wood;Vicki;N. Vancouver;BC;42644;Canada;M;Professional
2629;Loyer;Kathy;Lynnwood;WA;61893;USA;F;Professional
2630;Williams;Darren;Sedro Woolley;WA;80927;USA;F;Management
2631;Kuntz;Pacita;Sooke;BC;51719;Canada;M;Manual
2632;Benallich;Catherine;Woodburn;OR;36915;USA;M;Manual
2633;Bushman;Margaret;N. Vancouver;BC;72868;Canada;M;Manual
2634;Davis;Linton;Acapulco;Guerrero;24226;Mexico;F;Skilled Manual
2635;Kovacs;Edwin;Edmonds;WA;26341;USA;M;Clerical
2636;Wilks;Maggie;Puyallup;WA;42859;USA;F;Skilled Manual
2637;Skarr;Ian;Metchosin;BC;11136;Canada;M;Manual
2638;Adams;Barbara;Woodburn;OR;66524;USA;F;Management
2639;Bond;Dale;Issaquah;WA;99961;USA;F;Skilled Manual
2640;Beninati;Barry;Downey;CA;22512;USA;M;Professional
2641;Haney;Joe;Mexico City;Mexico;22111;Mexico;F;Skilled Manual
2642;Stewart;Shirley;Everett;WA;98224;USA;M;Management
2643;Williams;Steve;Ladner;BC;74583;Canada;M;Manual
2644;Henriques;Tracey;Tlaxiaco;Oaxaca;28456;Mexico;F;Skilled Manual
2645;Wood;Anne-Marie;Walla Walla;WA;33086;USA;F;Management
2646;Terry;Margaret;Camacho;Zacatecas;45951;Mexico;F;Skilled Manual
2647;Smith;Karen;Long Beach;CA;43035;USA;M;Professional
2648;Randall;Alice;El Cajon;CA;28231;USA;M;Manual
2649;Belli;Thomas;Santa Anita;DF;64184;Mexico;F;Skilled Manual
2650;Wojik;Gail;San Jose;CA;15541;USA;F;Skilled Manual
2651;Kraft;Richard;Langley;BC;17656;Canada;F;Management
2652;Hewton, Sr.;Ronald;Ladner;BC;78834;Canada;F;Manual
2653;Sweet;Connie;Victoria;BC;75159;Canada;F;Professional
2654;Claypool;Cynthia;Arcadia;CA;57839;USA;F;Management
2655;Vasilauskas;Julia;Colma;CA;91277;USA;M;Professional
2656;Zehr;Dawn;Woodburn;OR;13827;USA;F;Professional
2657;May;Frank;Burnaby;BC;13426;Canada;F;Skilled Manual
2658;Bass;Florentius;Glendale;CA;11384;USA;M;Skilled Manual
2659;James;Akram;Palo Alto;CA;39606;USA;M;Manual
2660;Gulick;Faye;Guadalajara;Jalisco;19771;Mexico;M;Skilled Manual
2661;Urgphakorn;Renato;Pomona;CA;24401;USA;M;Professional
2662;Whicher;Charles;W. Linn;OR;43435;USA;F;Manual
2663;LeMaster;Stanley;Spokane;WA;38905;USA;M;Skilled Manual
2664;Dissette;Percy;Tacoma;WA;24100;USA;F;Skilled Manual
2665;Passig;Andrew;Oregon City;OR;60053;USA;F;Manual
2666;Montano;Kameron;Tixapan;DF;11411;Mexico;M;Manual
2667;Crega;Dalene;Glendale;CA;13526;USA;F;Clerical
2668;Connors;Mark;Lakewood;CA;30045;USA;M;Professional
2669;Aspinwall;Russ;Concord;CA;97320;USA;M;Manual
2670;Toenjes;Susan;La Mesa;CA;53709;USA;F;Professional
2671;Svoboda;Linda;Victoria;BC;87146;Canada;M;Professional
2672;Whitehouse;Lowell;Chula Vista;CA;35989;USA;M;Manual
2673;Briggs;Michael;W. Linn;OR;92964;USA;M;Management
2674;Medina;Paul;Milwaukie;OR;23300;USA;M;Skilled Manual
2675;Latessa;Billie;San Gabriel;CA;61768;USA;M;Management
2676;Woods;Virginia;Langley;BC;15641;Canada;F;Skilled Manual
2677;Weber;Jennifer;Lebanon;OR;46563;USA;F;Professional
2678;Spars;Jennifer;Port Orchard;WA;65597;USA;M;Management
2679;Dr. Eugene Burbige;Lorenzo;Port Hammond;BC;36389;Canada;M;Professional
2680;Pontius;Pilar;W. Linn;OR;20260;USA;F;Professional
2681;McCullough;Patricia;Altadena;CA;56213;USA;M;Professional
2682;Kovalic;Rafael;Yakima;WA;75714;USA;F;Manual
2683;Burnett;Lorelei;Anacortes;WA;96864;USA;F;Professional
2684;Mitchell;Brooke;Everett;WA;26205;USA;F;Skilled Manual
2685;Brauer;Myrna;Oak Bay;BC;67188;Canada;M;Professional
2686;Zugelder;Julia;Lake Oswego;OR;49869;USA;F;Skilled Manual
2687;Bakeman;James;Grossmont;CA;83306;USA;F;Professional
2688;Jecman;Robert;Burbank;CA;58574;USA;F;Skilled Manual
2689;Owen;John;Port Orchard;WA;54564;USA;M;Manual
2690;Bakkie;Karen;Bremerton;WA;92166;USA;F;Professional
2691;Stephens;Theresa;Kirkland;WA;57928;USA;M;Skilled Manual
2692;Smith;Judith;Hidalgo;Zacatecas;11801;Mexico;F;Management
2693;Silhanek;Sam;Edmonds;WA;16431;USA;F;Manual
2694;Barnes;Marcella;National City;CA;35465;USA;F;Management
2695;Melville;Shelley;Lebanon;OR;32549;USA;F;Manual
2696;Schulze;Susan;Santa Cruz;CA;62545;USA;F;Management
2697;Albo;Helen;Orizaba;Veracruz;98498;Mexico;M;Professional
2698;Noffsinger;Theresa;Kirkland;WA;49856;USA;M;Skilled Manual
2699;Anderson;Rosalie;Lincoln Acres;CA;51971;USA;F;Skilled Manual
2700;Caffano;Morris;Lemon Grove;CA;42197;USA;F;Skilled Manual
2701;Flick;Charles;Mexico City;Mexico;10474;Mexico;M;Skilled Manual
2702;Richards;Marie;Lynnwood;WA;92153;USA;M;Manual
2703;Dehaas;Luisa;Lakewood;CA;99299;USA;M;Manual
2704;Moore;Joyce;Haney;BC;48141;Canada;F;Manual
2705;Soto;Eric;Coronado;CA;47741;USA;F;Professional
2706;Cole;Mike;Coronado;CA;35452;USA;F;Professional
2707;Hanavan;Monte;Langford;BC;73920;Canada;F;Management
2708;Manchester;Jose;Tixapan;DF;54085;Mexico;F;Manual
2709;Whitehead;Gretel;Torrance;CA;58716;USA;F;Skilled Manual
2710;Childs;Leonard;Woodland Hills;CA;77750;USA;F;Manual
2711;Wiegner;Beverly;Marysville;WA;48542;USA;M;Management
2712;Tompkins;Bob;Arcadia;CA;33738;USA;M;Skilled Manual
2713;Marinello;Harold;Fremont;CA;67786;USA;M;Skilled Manual
2714;Adams;Alma;Langford;BC;19143;Canada;M;Professional
2715;Ortiz;David;Issaquah;WA;21258;USA;F;Manual
2716;King;Sheila;Salem;OR;37777;USA;F;Manual
2717;Moyer;Nancy;Palo Alto;CA;60546;USA;M;Professional
2718;Gutierrez;Laura;Victoria;BC;61441;Canada;M;Professional
2719;Hyland;Sue;Tlaxiaco;Oaxaca;94879;Mexico;F;Skilled Manual
2720;Rusciano;Robert;Oakland;CA;17429;USA;M;Manual
2721;Leyendecker;Baljeet;Richmond;BC;17029;Canada;M;Manual
2722;Garcia;Mariann;West Covina;CA;47404;USA;M;Professional
2723;Waclawczyk;Colleen;Bremerton;WA;69500;USA;F;Management
2724;Abahamdeh;Catherine;Lincoln Acres;CA;23373;USA;M;Management
2725;Nelson;Carolyne;Beaverton;OR;54295;USA;F;Skilled Manual
2726;Alumbaugh;Brian;Sooke;BC;73329;Canada;M;Professional
2727;Ferguson;David;Imperial Beach;CA;44122;USA;F;Skilled Manual
2728;Zimmerman;Fred;Richmond;BC;29317;Canada;F;Professional
2729;Trujillo;Harold;Burien;WA;65270;USA;F;Professional
2730;Wright;Helen;Vancouver;BC;86105;Canada;M;Manual
2731;Okane;Thomas;West Covina;CA;88220;USA;M;Manual
2732;Guagliardo;Nettie;Bellingham;WA;78447;USA;F;Manual
2733;Donathan;Tom;Ladner;BC;46723;Canada;M;Skilled Manual
2734;Sanders;Philip;Pomona;CA;29404;USA;M;Management
2735;Anaya;Tom;Chula Vista;CA;62842;USA;M;Professional
2736;Sgambati;Kathleen;Altadena;CA;84391;USA;F;Manual
2737;Sponburg;Dewey;Renton;WA;83990;USA;F;Professional
2738;Applegate;Donna;Renton;WA;71702;USA;F;Manual
2739;Baca;Tina;West Covina;CA;37463;USA;F;Management
2740;Wilson;Evelyn;Portland;OR;90335;USA;M;Management
2741;Kline;Craig;Sedro Woolley;WA;94965;USA;M;Professional
2742;Lazo;Marilyn;Olympia;WA;15000;USA;M;Manual
2743;Quintan;Aaron;San Andres;DF;84791;Mexico;F;Clerical
2744;Fowler;Kimbra;Mill Valley;CA;69987;USA;F;Professional
2745;Jones;Ralph;Issaquah;WA;33233;USA;M;Professional
2746;Quisenberry;Wilda;Pomona;CA;55973;USA;M;Management
2747;Hoffman;Deborah;Coronado;CA;58088;USA;M;Professional
2748;Leonard;George;Lincoln Acres;CA;74607;USA;M;Professional
2749;Sage;Phyllis;Tixapan;DF;42883;Mexico;F;Professional
2750;Heil;Elizabeth;Renton;WA;25564;USA;F;Manual
2751;Fuller;Jack;Glendale;CA;32709;USA;F;Clerical
2752;Conway;Dorothy;Richmond;BC;80551;Canada;F;Professional
2753;Sizemore;Kelley;Victoria;BC;53858;Canada;M;Manual
2754;Konig;Graciela;Vancouver;BC;67861;Canada;F;Professional
2755;Tucker;Amanda;Royal Oak;BC;73314;Canada;M;Professional
2756;Weeks;Larry;Bremerton;WA;60203;USA;F;Management
2757;Kendrick;Tim;Glendale;CA;91125;USA;M;Professional
2758;Topliss;Hansraji;Newport Beach;CA;11160;USA;M;Manual
2759;Silber;Robert;Sedro Woolley;WA;80951;USA;M;Professional
2760;Sparks;William;Long Beach;CA;66147;USA;M;Management
2761;Eason;Eric;Colma;CA;31014;USA;F;Manual
2762;Roskey;Lawrence;Albany;OR;53458;USA;M;Professional
2763;Lutes;Wilfred;Seattle;WA;1374;USA;F;Management
2764;Scott;Gery;Issaquah;WA;17892;USA;F;Professional
2765;Wood;Bruce;San Jose;CA;85168;USA;F;Manual
2766;Bachicha;Vonetta;Guadalajara;Jalisco;41556;Mexico;M;Skilled Manual
2767;King;Jimmy;Lake Oswego;OR;74994;USA;M;Manual
2768;Conti;Deborah;Richmond;CA;96543;USA;F;Manual
2769;Demott;Kimberlee;Spokane;WA;96143;USA;M;Skilled Manual
2770;Bowles;Heather;Downey;CA;83854;USA;F;Skilled Manual
2771;Duncan;Barbara;Renton;WA;49615;USA;M;Skilled Manual
2772;Braun;Jens;San Diego;CA;34894;USA;F;Professional
2773;Cobb;Frank;Milwaukie;OR;8119;USA;M;Professional
2774;Milne;Mitch;Oak Bay;BC;27153;Canada;M;Clerical
2775;Tallant;Roger;Lemon Grove;CA;24237;USA;F;Professional
2776;Wood;Michael;Walla Walla;WA;94334;USA;F;Professional
2777;Makinano;Peter;Lebanon;OR;45386;USA;F;Professional
2778;McRae;Ben;Los Angeles;CA;95742;USA;F;Skilled Manual
2779;Wintermantel;Mark;Downey;CA;97857;USA;F;Manual
2780;Shellberg;Erryn;Langford;BC;86179;Canada;F;Professional
2781;Cesena;Michael;Lemon Grove;CA;54456;USA;F;Manual
2782;Alexander;Maxine;Torrance;CA;37136;USA;F;Management
2783;Vaught;James;Mill Valley;CA;70574;USA;F;Manual
2784;Barnette;Robin;Burien;WA;92123;USA;F;Professional
2785;Winter;Richard;Port Hammond;BC;91723;Canada;M;Manual
2786;Myers;Lola;Port Hammond;BC;79434;Canada;M;Management
2787;Thompson;Betty;Tacoma;WA;18903;USA;F;Manual
2788;Swanson;Chester;Beverly Hills;CA;98067;USA;F;Management
2789;Joyce;Patricia;Metchosin;BC;36994;Canada;F;Professional
2790;Myles;Jean;Mexico City;Mexico;22732;Mexico;M;Skilled Manual
2791;Medina;Thomas;Portland;OR;92524;USA;F;Management
2792;Salka;Daniel;Redmond;WA;77719;USA;M;Professional
2793;Mason;Elizabeth;Grossmont;CA;14673;USA;M;Manual
2794;Jones;Danielle;Lakewood;CA;65030;USA;M;Management
2795;England;Nattie;Los Angeles;CA;67145;USA;M;Skilled Manual
2796;Warren;Dorothy;Vancouver;BC;47874;Canada;F;Professional
2797;Morrow;Ruth;Cliffside;BC;72063;Canada;M;Skilled Manual
2798;Pacheco;Tiffany;Oregon City;OR;28452;USA;M;Manual
2799;Powell;Gladys;Santa Monica;CA;61889;USA;F;Management
2800;Albrecht;Nicole;Torrance;CA;10732;USA;F;Manual
2801;Burch;Kay;San Francisco;CA;83038;USA;M;Professional
2802;Trimble;Ritchie;Santa Fe;DF;97041;Mexico;F;Manual
2803;Mercer;Elise;Newton;BC;36511;Canada;F;Skilled Manual
2804;Hadlock;Sean;Royal Oak;BC;89383;Canada;F;Skilled Manual
2805;Kiser;Ernest;Bellingham;WA;21306;USA;M;Professional
